                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                0.89629,                 1.0889,                 1.2216,                0.97674,                 1.1854,                 1.2542,                0.61869,                0.64863,                0.67541,                0.48999,                0.89718,                 1.0208,                 1.2819,                0.94401,                 1.0545,                 1.3015,              0.0011319,              0.0011319,              0.0011319
                     24,                0.87843,                 1.0457,                 1.2105,                0.95946,                 1.1434,                 1.2417,                0.62204,                0.67199,                0.67719,                0.49539,                0.89522,                 1.0418,                  1.278,                0.93966,                 1.0749,                 1.2962,              0.0011178,              0.0011178,              0.0011178
                     25,                0.87206,                 1.0626,                 1.2076,                0.95415,                 1.1519,                 1.2335,                0.67373,                0.63564,                 0.6931,                0.50819,                0.89225,                 1.0259,                 1.2772,                 0.9399,                 1.0517,                 1.2967,              0.0011036,              0.0011036,              0.0011036
                     26,                0.86102,                 1.0228,                 1.2006,                0.94186,                 1.1105,                 1.2298,                0.63686,                0.67184,                0.68008,                0.50331,                0.87503,                 1.0216,                 1.2752,                0.91716,                 1.0747,                   1.29,              0.0010895,              0.0010895,              0.0010895
                     27,                0.85357,                 1.0315,                 1.1918,                0.93822,                 1.1245,                 1.2228,                0.63199,                0.66992,                0.69047,                 0.5125,                0.88117,                0.99979,                 1.2698,                0.92666,                 1.0511,                 1.2931,              0.0010753,              0.0010753,              0.0010753
                     28,                0.83635,                0.97635,                 1.1736,                0.91957,                 1.0605,                 1.2066,                0.64413,                 0.6816,                0.70621,                0.51908,                0.86806,                 0.9643,                 1.2655,                0.91388,                 1.0024,                 1.2922,              0.0010612,              0.0010612,              0.0010612
                     29,                0.83971,                0.98205,                 1.1869,                0.91983,                 1.0659,                 1.2199,                0.65063,                0.65675,                 0.6972,                0.51633,                0.87976,                0.99882,                 1.2708,                0.93161,                 1.0384,                 1.2978,               0.001047,               0.001047,               0.001047
                     30,                0.82826,                0.96799,                 1.1726,                0.90786,                 1.0491,                  1.203,                 0.6455,                0.70326,                0.71705,                0.53537,                0.85357,                0.94892,                 1.2518,                    0.9,                0.97867,                 1.2726,              0.0010329,              0.0010329,              0.0010329
                     31,                0.82812,                0.96253,                 1.1718,                0.90739,                  1.053,                 1.2021,                0.67933,                 0.6828,                0.72518,                0.54055,                0.85831,                0.93537,                 1.2548,                0.89735,                0.97452,                 1.2754,              0.0010187,              0.0010187,              0.0010187
                     32,                0.81378,                0.93425,                 1.1623,                0.88891,                  1.023,                 1.1897,                0.67545,                0.68167,                0.72137,                0.53523,                0.85722,                0.94001,                 1.2627,                0.89917,                0.96454,                 1.2794,              0.0010046,              0.0010046,              0.0010046
                     33,                0.80624,                 0.9224,                 1.1556,                0.88343,                 1.0053,                 1.1828,                0.68905,                0.66737,                0.71763,                0.54109,                0.85051,                0.93658,                 1.2442,                0.88758,                0.97132,                 1.2612,             0.00099044,             0.00099044,             0.00099044
                     34,                0.80159,                0.91486,                 1.1522,                0.88318,                0.99786,                 1.1838,                 0.6974,                0.68923,                0.73411,                0.55127,                0.84022,                0.91974,                 1.2432,                0.89075,                0.96075,                  1.268,             0.00097629,             0.00097629,             0.00097629
                     35,                0.79879,                0.90241,                 1.1519,                0.87432,                 0.9841,                 1.1795,                0.68573,                0.68622,                0.73539,                0.55246,                0.85372,                0.91647,                 1.2536,                0.89607,                0.95183,                 1.2792,             0.00096215,             0.00096215,             0.00096215
                     36,                0.78346,                0.89105,                 1.1441,                0.86109,                 0.9727,                 1.1746,                0.68749,                0.68948,                0.72781,                0.54545,                0.84577,                0.92704,                 1.2489,                0.89496,                 0.9743,                 1.2731,               0.000948,               0.000948,               0.000948
                     37,                0.78612,                 0.8789,                 1.1422,                0.86411,                0.95734,                 1.1748,                0.67083,                0.68814,                0.73084,                0.55286,                 0.8483,                0.92797,                  1.247,                0.89252,                0.96759,                 1.2728,             0.00093385,             0.00093385,             0.00093385
                     38,                0.77929,                0.86707,                 1.1392,                0.85682,                0.94676,                 1.1693,                 0.7084,                0.69989,                 0.7431,                0.55761,                0.84788,                0.90254,                 1.2514,                0.89386,                0.94712,                  1.271,              0.0009197,              0.0009197,              0.0009197
                     39,                0.77014,                0.86371,                 1.1316,                0.84432,                0.94198,                 1.1618,                0.68588,                0.69937,                 0.7316,                0.54963,                0.84692,                0.92265,                 1.2457,                0.88853,                0.96917,                 1.2708,             0.00090556,             0.00090556,             0.00090556
                     40,                0.76956,                0.84224,                 1.1295,                0.84634,                0.92507,                 1.1573,                0.70724,                0.69308,                0.74758,                0.56891,                0.82617,                0.90723,                 1.2368,                0.87233,                0.95721,                 1.2562,             0.00089141,             0.00089141,             0.00089141
                     41,                0.75597,                0.82265,                 1.1172,                0.83167,                0.89731,                 1.1481,                 0.6813,                0.72259,                0.74749,                0.56757,                 0.8305,                0.88631,                 1.2382,                0.87456,                0.93317,                 1.2594,             0.00087726,             0.00087726,             0.00087726
                     42,                0.74459,                0.80813,                 1.1133,                0.81954,                0.88009,                 1.1449,                0.68127,                0.69516,                0.73755,                0.55881,                0.83069,                0.90757,                 1.2357,                0.87602,                0.95265,                 1.2572,             0.00086312,             0.00086312,             0.00086312
                     43,                0.75712,                 0.8034,                   1.12,                0.83426,                0.87649,                 1.1496,                0.69816,                0.69825,                0.74217,                0.55843,                0.82304,                0.91011,                 1.2383,                0.87091,                0.96906,                 1.2592,             0.00084897,             0.00084897,             0.00084897
                     44,                0.73492,                0.79876,                 1.1122,                0.81004,                0.87711,                 1.1436,                0.71672,                0.68382,                0.74484,                0.56665,                0.82286,                0.89671,                 1.2412,                0.86472,                0.93885,                 1.2554,             0.00083482,             0.00083482,             0.00083482
                     45,                0.73385,                0.78184,                 1.1062,                0.80643,                0.85325,                 1.1347,                0.69117,                0.71712,                0.74611,                0.56626,                0.83381,                0.90723,                 1.2405,                0.87398,                0.95172,                 1.2618,             0.00082067,             0.00082067,             0.00082067
                     46,                0.73479,                0.78309,                 1.1075,                0.80143,                0.86122,                 1.1376,                0.71515,                0.68898,                0.74174,                0.56319,                0.82178,                0.88467,                 1.2423,                0.86139,                0.93813,                 1.2608,             0.00080653,             0.00080653,             0.00080653
                     47,                0.72002,                0.75878,                 1.0927,                0.79395,                0.83154,                 1.1256,                0.68333,                0.71605,                0.73646,                 0.5633,                0.81121,                0.90513,                  1.232,                0.85403,                0.95033,                 1.2546,             0.00079238,             0.00079238,             0.00079238
                     48,                0.71485,                0.74087,                 1.0926,                0.78444,                0.80912,                 1.1224,                0.69047,                0.72057,                0.75102,                0.57411,                0.81039,                0.87684,                 1.2228,                0.84952,                0.92446,                 1.2432,             0.00077823,             0.00077823,             0.00077823
                     49,                0.70639,                0.74287,                 1.0903,                0.77865,                0.81275,                 1.1208,                0.70092,                0.70966,                0.74332,                0.56648,                0.82139,                0.88722,                  1.245,                0.86141,                0.93748,                 1.2724,             0.00076409,             0.00076409,             0.00076409
                     50,                0.70384,                0.73265,                 1.0841,                0.77644,                0.80402,                  1.117,                0.71568,                0.69991,                 0.7549,                0.57566,                0.81374,                0.87059,                 1.2234,                0.86084,                0.92712,                 1.2533,             0.00074994,             0.00074994,             0.00074994
                     51,                 0.7038,                0.72586,                 1.0883,                0.77453,                0.79721,                 1.1237,                0.72001,                0.69361,                0.74961,                0.57163,                0.82218,                0.87389,                 1.2333,                0.86453,                0.92987,                 1.2618,             0.00073579,             0.00073579,             0.00073579
                     52,                0.69646,                0.70137,                 1.0826,                0.76442,                0.76579,                 1.1156,                0.70487,                0.71225,                0.75002,                0.57278,                0.81562,                0.89106,                 1.2326,                0.85935,                0.96553,                 1.2562,             0.00072164,             0.00072164,             0.00072164
                     53,                0.69675,                 0.7082,                 1.0775,                0.76975,                0.77254,                 1.1104,                0.73162,                 0.7078,                0.75553,                0.58024,                0.80582,                0.86659,                 1.2274,                0.84654,                0.92062,                 1.2493,              0.0007075,              0.0007075,              0.0007075
                     54,                0.68735,                0.67403,                 1.0664,                0.75615,                0.73751,                 1.0944,                0.72217,                0.69755,                0.74872,                0.57187,                0.81217,                0.89095,                 1.2269,                0.84961,                  0.948,                 1.2473,             0.00069335,             0.00069335,             0.00069335
                     55,                0.68586,                0.68632,                 1.0683,                0.76201,                0.75383,                 1.1012,                0.71547,                0.70346,                0.75379,                 0.5773,                0.81202,                0.88932,                 1.2271,                0.85066,                0.94429,                 1.2448,              0.0006792,              0.0006792,              0.0006792
                     56,                0.67779,                0.67206,                 1.0651,                0.74578,                0.73714,                 1.0931,                0.70481,                0.69645,                0.74751,                0.56993,                0.81359,                0.89272,                 1.2316,                0.85692,                 0.9645,                 1.2548,             0.00066506,             0.00066506,             0.00066506
                     57,                0.66848,                0.66567,                 1.0604,                0.73652,                0.73142,                 1.0903,                0.70434,                0.70052,                0.74978,                0.57904,                0.80588,                0.89272,                 1.2305,                0.83881,                0.95861,                 1.2449,             0.00065091,             0.00065091,             0.00065091
                     58,                0.67008,                0.65499,                 1.0611,                0.74044,                0.72031,                 1.0926,                0.68085,                0.71938,                0.73999,                0.57095,                0.81463,                0.90997,                 1.2351,                0.84976,                0.99381,                 1.2453,             0.00063676,             0.00063676,             0.00063676
                     59,                0.65606,                0.64434,                 1.0537,                 0.7266,                0.70594,                 1.0848,                 0.7078,                0.69971,                0.74104,                0.57302,                0.80902,                0.89894,                 1.2326,                0.84756,                 0.9684,                 1.2496,             0.00062262,             0.00062262,             0.00062262
                     60,                0.65387,                0.63333,                 1.0517,                0.71951,                0.69588,                 1.0808,                  0.709,                0.71735,                  0.757,                0.58609,                0.80598,                0.87157,                 1.2227,                0.84354,                0.94569,                 1.2373,             0.00060847,             0.00060847,             0.00060847
                     61,                0.65047,                 0.6338,                 1.0492,                0.71842,                0.69341,                 1.0778,                0.71063,                0.72348,                0.74262,                0.57404,                0.80732,                0.89103,                 1.2332,                0.83987,                0.97483,                 1.2402,             0.00059432,             0.00059432,             0.00059432
                     62,                0.63797,                0.62057,                 1.0365,                0.70242,                0.68723,                 1.0641,                0.73335,                0.69055,                0.74708,                 0.5733,                0.81215,                 0.8976,                 1.2405,                0.84667,                0.97568,                 1.2491,             0.00058017,             0.00058017,             0.00058017
                     63,                0.64489,                0.60967,                 1.0437,                0.71228,                0.67076,                 1.0721,                0.74432,                0.70844,                0.75919,                 0.5814,                0.81424,                0.88972,                 1.2436,                0.84775,                0.98508,                 1.2555,             0.00056603,             0.00056603,             0.00056603
                     64,                0.63859,                0.60686,                 1.0374,                0.70463,                0.67297,                 1.0646,                0.71968,                0.71942,                0.75492,                0.58137,                0.80687,                0.88857,                 1.2288,                 0.8445,                0.96427,                 1.2522,             0.00055188,             0.00055188,             0.00055188
                     65,                0.63821,                 0.6044,                 1.0402,                0.70523,                0.66559,                 1.0684,                0.71582,                0.71457,                0.75057,                0.57956,                0.80608,                0.89505,                   1.23,                0.84237,                0.97483,                  1.247,             0.00053773,             0.00053773,             0.00053773
                     66,                0.62706,                0.59001,                 1.0256,                0.69426,                0.64371,                 1.0526,                0.71276,                0.72742,                0.75592,                0.58307,                0.81228,                0.88631,                 1.2368,                0.84362,                0.98219,                 1.2453,             0.00052359,             0.00052359,             0.00052359
                     67,                0.61981,                0.57493,                 1.0246,                0.68318,                0.62841,                 1.0534,                0.71528,                0.72064,                0.75175,                0.58207,                0.80482,                0.88725,                 1.2332,                0.83732,                0.97517,                 1.2449,             0.00050944,             0.00050944,             0.00050944
                     68,                0.61511,                0.56696,                 1.0236,                 0.6799,                0.62215,                 1.0518,                0.74403,                 0.6937,                0.74296,                0.57659,                0.80788,                0.91906,                 1.2356,                0.83989,                0.99264,                 1.2456,             0.00049529,             0.00049529,             0.00049529
                     69,                0.61376,                0.56508,                 1.0208,                0.67572,                0.62047,                 1.0475,                0.73091,                0.70042,                0.74819,                0.57947,                0.80504,                0.90807,                 1.2384,                0.83625,                 1.0018,                 1.2475,             0.00048114,             0.00048114,             0.00048114
                     70,                0.60743,                0.55937,                 1.0155,                0.67003,                0.61314,                 1.0432,                0.70708,                0.73006,                0.74971,                0.58084,                0.80533,                0.89731,                 1.2316,                0.83991,                 1.0043,                 1.2469,               0.000467,               0.000467,               0.000467
                     71,                0.60746,                0.55158,                 1.0172,                0.67115,                0.60585,                 1.0459,                 0.7245,                0.72327,                0.75286,                0.58168,                0.80687,                 0.8946,                 1.2399,                0.84291,                 0.9867,                 1.2545,             0.00045285,             0.00045285,             0.00045285
                     72,                 0.5997,                0.54644,                 1.0159,                0.66503,                0.60563,                 1.0439,                0.73464,                0.71317,                0.74604,                0.57699,                0.80598,                0.91809,                 1.2366,                0.84177,                 1.0191,                  1.247,              0.0004387,              0.0004387,              0.0004387
                     73,                0.59465,                0.53047,                 1.0084,                0.65843,                0.58114,                 1.0362,                0.74216,                0.69137,                0.74149,                0.57546,                0.80511,                0.93215,                 1.2377,                0.84118,                 1.0345,                 1.2483,             0.00042456,             0.00042456,             0.00042456
                     74,                0.59399,                0.53893,                 1.0103,                0.66086,                0.59382,                  1.039,                0.71972,                0.72174,                0.74839,                0.57789,                0.81039,                0.90224,                 1.2363,                0.84533,                 1.0036,                 1.2516,             0.00041041,             0.00041041,             0.00041041
                     75,                0.59044,                 0.5276,                 1.0061,                0.65416,                0.57664,                 1.0346,                0.73627,                0.70001,                0.74762,                0.58073,                0.80282,                0.91822,                 1.2375,                0.83895,                 1.0299,                 1.2516,             0.00039626,             0.00039626,             0.00039626
                     76,                0.59452,                0.52818,                 1.0063,                0.65944,                0.58768,                 1.0341,                0.73645,                0.71691,                0.75099,                0.58385,                0.80715,                0.91501,                 1.2405,                0.83719,                 1.0439,                 1.2493,             0.00038211,             0.00038211,             0.00038211
                     77,                0.58214,                0.51815,                  1.002,                0.64386,                0.57212,                 1.0283,                0.74584,                0.71165,                0.75139,                0.58238,                0.80669,                0.91099,                 1.2458,                0.84032,                 1.0345,                 1.2558,             0.00036797,             0.00036797,             0.00036797
                     78,                0.58019,                0.51273,                 1.0011,                0.64109,                0.56385,                 1.0292,                0.73934,                0.71032,                  0.752,                0.58183,                0.80249,                 0.9179,                 1.2436,                0.84084,                 1.0326,                 1.2564,             0.00035382,             0.00035382,             0.00035382
                     79,                 0.5768,                0.50518,                 1.0014,                0.63831,                0.55149,                  1.029,                0.73843,                0.70909,                0.75575,                0.58725,                0.80029,                0.92104,                 1.2388,                 0.8389,                  1.033,                  1.253,             0.00033967,             0.00033967,             0.00033967
                     80,                0.57283,                0.49689,                0.99892,                0.63392,                0.54199,                 1.0275,                0.74312,                0.71631,                0.75604,                0.58781,                0.80278,                0.90723,                 1.2444,                0.84272,                 1.0272,                 1.2547,             0.00032553,             0.00032553,             0.00032553
                     81,                0.56747,                0.48838,                0.99337,                0.62796,                0.53635,                 1.0222,                0.73593,                0.71196,                0.75085,                0.58144,                0.80298,                0.93025,                 1.2393,                 0.8394,                 1.0465,                 1.2508,             0.00031138,             0.00031138,             0.00031138
                     82,                0.56789,                0.49462,                0.99411,                0.62897,                0.54315,                 1.0215,                0.76162,                 0.6955,                0.75097,                0.58311,                  0.802,                0.90969,                 1.2363,                0.83729,                  1.031,                  1.247,             0.00029723,             0.00029723,             0.00029723
                     83,                0.56248,                0.47791,                0.98481,                0.62336,                0.52824,                  1.012,                0.75527,                0.69896,                0.75193,                0.58623,                0.80824,                0.93141,                 1.2536,                0.83963,                  1.049,                 1.2589,             0.00028308,             0.00028308,             0.00028308
                     84,                0.55605,                 0.4766,                  0.986,                0.61208,                0.52678,                 1.0115,                  0.739,                 0.7125,                0.74993,                0.58443,                0.80149,                0.93525,                 1.2429,                0.83341,                 1.0782,                 1.2473,             0.00026894,             0.00026894,             0.00026894
                     85,                0.55086,                0.46623,                0.98733,                0.60877,                0.50856,                 1.0138,                0.73643,                0.71348,                0.74658,                0.58143,                0.80063,                0.93558,                  1.243,                0.83678,                  1.057,                 1.2528,             0.00025479,             0.00025479,             0.00025479
                     86,                0.54826,                0.46757,                0.98322,                0.60752,                0.51588,                  1.011,                0.74667,                0.70476,                0.74415,                0.58128,                0.79477,                0.95006,                 1.2423,                0.83146,                 1.0797,                 1.2531,             0.00024064,             0.00024064,             0.00024064
                     87,                 0.5441,                0.46015,                0.97763,                 0.5977,                0.50881,                 1.0033,                0.74074,                0.71057,                0.74358,                 0.5821,                0.79348,                0.95125,                 1.2421,                 0.8321,                 1.0946,                 1.2528,              0.0002265,              0.0002265,              0.0002265
                     88,                  0.546,                0.45878,                0.97666,                0.60495,                0.50316,                 1.0034,                0.75279,                 0.6966,                0.74352,                0.58135,                0.80025,                0.95234,                 1.2447,                0.83585,                 1.0952,                 1.2539,             0.00021235,             0.00021235,             0.00021235
                     89,                0.53568,                0.44485,                0.97006,                0.59184,                0.48691,                0.99475,                0.73776,                0.71017,                0.74367,                0.57984,                0.80311,                0.96256,                 1.2526,                0.83971,                 1.1054,                 1.2615,              0.0001982,              0.0001982,              0.0001982
                     90,                0.53003,                0.44731,                0.97595,                0.58735,                0.49375,                 1.0026,                0.74909,                0.69796,                0.74208,                0.57794,                0.80379,                0.95958,                 1.2523,                0.83642,                 1.1105,                 1.2585,             0.00018406,             0.00018406,             0.00018406
                     91,                0.47714,                0.33241,                0.93033,                0.50333,                0.31724,                0.94326,                0.72433,                0.71313,                0.73759,                0.57066,                0.81316,                0.96378,                 1.2592,                0.85139,                 1.1012,                 1.2722,             0.00016991,             0.00016991,             0.00016991
                     92,                0.46497,                0.31427,                0.92911,                0.49421,                0.29867,                0.94314,                0.74756,                0.69572,                 0.7422,                0.57757,                0.81177,                0.98088,                  1.267,                0.84916,                 1.1397,                 1.2747,             0.00015576,             0.00015576,             0.00015576
                     93,                0.45893,                0.31108,                0.92237,                 0.4887,                0.29174,                0.93632,                0.74722,                0.69805,                0.74217,                0.57857,                0.80661,                0.97451,                  1.266,                0.84488,                 1.1353,                  1.277,             0.00014161,             0.00014161,             0.00014161
                     94,                0.45371,                0.30451,                0.92121,                0.48249,                0.28868,                 0.9348,                0.73794,                0.71321,                0.74711,                0.58079,                0.80202,                 0.9764,                 1.2593,                0.83778,                  1.142,                 1.2689,             0.00012747,             0.00012747,             0.00012747
                     95,                0.45238,                0.29992,                0.91995,                0.47873,                  0.282,                0.93267,                0.73077,                0.72585,                0.75006,                0.58389,                0.80961,                0.97198,                 1.2714,                0.84438,                 1.1438,                 1.2711,             0.00011332,             0.00011332,             0.00011332
                     96,                0.44841,                0.29524,                0.91401,                0.47694,                0.27564,                0.92843,                0.74841,                0.70529,                0.74633,                0.58113,                0.80987,                0.98092,                 1.2723,                0.84833,                 1.1493,                 1.2768,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.44282,                0.29532,                0.91408,                0.46954,                0.27761,                0.92757,                0.74868,                0.70876,                0.74942,                0.58453,                 0.7998,                0.97965,                 1.2579,                0.84602,                 1.1553,                 1.2725,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                0.43926,                0.28592,                0.91093,                0.46569,                0.26489,                0.92383,                0.74164,                0.70661,                0.74663,                0.58185,                0.80318,                0.98676,                 1.2617,                0.84701,                 1.1651,                 1.2745,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                0.43763,                 0.2883,                0.91407,                0.46188,                0.26732,                0.92667,                0.74132,                0.71396,                0.74878,                0.58317,                0.80424,                0.97808,                 1.2644,                0.84751,                 1.1579,                  1.275,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                0.43726,                 0.2786,                0.91137,                0.46249,                0.25794,                0.92442,                0.72223,                0.72489,                0.74429,                0.58008,                0.80645,                0.99252,                 1.2664,                0.84612,                 1.1849,                 1.2733,             4.2584e-05,             4.2584e-05,             4.2584e-05
