                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                0.95507,                 1.2122,                  1.293,                0.58185,                  0.692,                0.66314,                0.48862,                0.93044,                  1.115,                 1.3156,              0.0011319,              0.0011319,              0.0011319
                     23,                0.95504,                 1.1821,                 1.2991,                 0.6078,                0.65846,                0.66918,                0.49039,                0.91514,                 1.0967,                 1.3132,              0.0011178,              0.0011178,              0.0011178
                     24,                 0.9446,                 1.1683,                 1.2949,                0.61958,                 0.6825,                0.69102,                0.50806,                0.91206,                 1.0512,                 1.3136,              0.0011036,              0.0011036,              0.0011036
                     25,                0.93401,                 1.1499,                 1.2784,                0.57959,                  0.686,                0.66572,                0.49209,                0.91036,                 1.1006,                 1.3046,              0.0010895,              0.0010895,              0.0010895
                     26,                0.92724,                 1.1332,                 1.2781,                0.63097,                0.66808,                0.68563,                 0.5078,                  0.902,                 1.0497,                 1.3035,              0.0010753,              0.0010753,              0.0010753
                     27,                0.91575,                 1.1315,                 1.2717,                0.58936,                0.70961,                0.69625,                0.52147,                 0.8843,                 1.0603,                 1.2942,              0.0010612,              0.0010612,              0.0010612
                     28,                 0.9044,                 1.0947,                  1.262,                0.63279,                0.66677,                 0.6767,                0.50436,                0.90217,                 1.0674,                 1.3046,               0.001047,               0.001047,               0.001047
                     29,                0.89524,                 1.0696,                 1.2489,                0.65676,                0.69617,                0.71418,                0.53173,                0.89665,                0.98452,                 1.2967,              0.0010329,              0.0010329,              0.0010329
                     30,                0.88749,                 1.0751,                 1.2471,                0.63393,                0.68594,                 0.7049,                0.52658,                0.87586,                 1.0006,                 1.2893,              0.0010187,              0.0010187,              0.0010187
                     31,                 0.8812,                 1.0518,                 1.2362,                 0.6758,                0.70182,                0.73061,                0.55245,                0.86914,                0.96561,                 1.2646,              0.0010046,              0.0010046,              0.0010046
                     32,                  0.873,                 1.0378,                 1.2362,                0.67275,                0.67629,                0.72648,                0.54486,                0.88696,                0.99158,                 1.2845,             0.00099044,             0.00099044,             0.00099044
                     33,                0.87493,                 1.0367,                 1.2334,                0.67297,                0.67573,                0.71476,                0.53752,                0.87121,                0.99153,                 1.2788,             0.00097629,             0.00097629,             0.00097629
                     34,                0.87053,                 1.0233,                 1.2344,                0.68625,                0.68316,                0.73381,                0.55658,                0.85973,                0.96764,                 1.2629,             0.00096215,             0.00096215,             0.00096215
                     35,                0.85674,                 1.0066,                 1.2238,                0.65467,                0.69473,                0.72478,                0.54832,                0.86272,                0.97816,                 1.2703,               0.000948,               0.000948,               0.000948
                     36,                0.86149,                 0.9994,                  1.223,                0.65416,                0.69197,                0.71963,                0.54511,                0.85912,                0.98132,                 1.2672,             0.00093385,             0.00093385,             0.00093385
                     37,                0.83975,                0.99107,                 1.2087,                0.64422,                0.68488,                0.71784,                0.55031,                0.86345,                0.97308,                 1.2734,              0.0009197,              0.0009197,              0.0009197
                     38,                0.83627,                0.96772,                 1.2096,                0.68635,                0.68999,                0.73021,                 0.5517,                0.85707,                0.95238,                 1.2766,             0.00090556,             0.00090556,             0.00090556
                     39,                0.82832,                0.95085,                 1.2041,                0.67416,                0.70014,                0.74164,                 0.5659,                0.84664,                0.93162,                  1.263,             0.00089141,             0.00089141,             0.00089141
                     40,                0.82505,                0.93876,                 1.2001,                0.70355,                0.69236,                0.74744,                0.57344,                0.84738,                0.91807,                 1.2597,             0.00087726,             0.00087726,             0.00087726
                     41,                0.80823,                0.93427,                 1.1841,                 0.6657,                 0.7086,                0.74154,                0.56618,                0.85353,                0.93784,                 1.2741,             0.00086312,             0.00086312,             0.00086312
                     42,                0.81144,                0.92403,                 1.1874,                 0.6903,                 0.7087,                0.74473,                 0.5718,                0.84651,                0.91433,                 1.2651,             0.00084897,             0.00084897,             0.00084897
                     43,                0.80683,                0.91641,                  1.183,                0.70208,                0.69593,                0.74728,                0.57461,                0.83946,                0.90373,                 1.2524,             0.00083482,             0.00083482,             0.00083482
                     44,                0.80194,                0.91204,                 1.1767,                 0.6626,                 0.7361,                0.75134,                0.57554,                 0.8431,                0.90624,                 1.2588,             0.00082067,             0.00082067,             0.00082067
                     45,                0.79785,                0.89661,                 1.1771,                 0.6826,                0.71748,                0.75393,                0.58207,                0.83769,                0.89993,                 1.2478,             0.00080653,             0.00080653,             0.00080653
                     46,                0.78776,                0.88481,                 1.1675,                0.70401,                0.70598,                0.74948,                0.57758,                0.83232,                0.90802,                   1.25,             0.00079238,             0.00079238,             0.00079238
                     47,                 0.7862,                0.88554,                 1.1702,                0.70348,                 0.7093,                 0.7637,                0.58944,                0.83448,                0.88049,                 1.2457,             0.00077823,             0.00077823,             0.00077823
                     48,                0.77574,                0.86273,                 1.1563,                0.70678,                0.72042,                 0.7653,                0.59255,                0.83427,                0.87673,                   1.25,             0.00076409,             0.00076409,             0.00076409
                     49,                0.77925,                0.85868,                 1.1646,                0.71287,                0.70722,                0.76391,                0.58931,                 0.8282,                0.87034,                 1.2441,             0.00074994,             0.00074994,             0.00074994
                     50,                0.76551,                0.84546,                  1.147,                0.68637,                0.73242,                0.76266,                0.58372,                0.83252,                0.88468,                  1.249,             0.00073579,             0.00073579,             0.00073579
                     51,                0.75474,                0.83882,                 1.1437,                0.69065,                0.72123,                0.75584,                0.58481,                0.82512,                0.88412,                 1.2442,             0.00072164,             0.00072164,             0.00072164
                     52,                0.75741,                0.82164,                 1.1456,                0.67288,                0.73417,                0.75866,                0.58847,                0.82499,                0.87695,                 1.2445,              0.0007075,              0.0007075,              0.0007075
                     53,                  0.758,                0.80531,                 1.1445,                0.71096,                0.72032,                0.76872,                0.59679,                0.81586,                0.87831,                 1.2406,             0.00069335,             0.00069335,             0.00069335
                     54,                0.74998,                0.79824,                 1.1394,                0.71534,                0.71182,                0.75978,                0.58824,                0.81447,                0.86871,                  1.241,              0.0006792,              0.0006792,              0.0006792
                     55,                0.73435,                0.78949,                 1.1313,                0.71485,                 0.7045,                0.76015,                0.58509,                0.82327,                0.86831,                 1.2377,             0.00066506,             0.00066506,             0.00066506
                     56,                0.73289,                0.79284,                 1.1333,                0.69442,                0.73725,                0.76728,                0.59936,                0.81677,                0.85949,                 1.2414,             0.00065091,             0.00065091,             0.00065091
                     57,                0.73051,                0.78652,                 1.1248,                0.70694,                0.72141,                0.77553,                0.60516,                0.81834,                0.85568,                 1.2366,             0.00063676,             0.00063676,             0.00063676
                     58,                 0.7257,                0.78196,                 1.1234,                0.71009,                0.72679,                0.77851,                0.60854,                 0.8126,                0.84942,                 1.2308,             0.00062262,             0.00062262,             0.00062262
                     59,                0.72136,                0.76274,                 1.1176,                0.70893,                0.71771,                0.76517,                0.59583,                0.81998,                0.88488,                 1.2366,             0.00060847,             0.00060847,             0.00060847
                     60,                0.72054,                0.75141,                 1.1144,                0.70229,                0.73104,                0.77299,                 0.6048,                0.80775,                0.85345,                 1.2287,             0.00059432,             0.00059432,             0.00059432
                     61,                0.71231,                 0.7419,                 1.1151,                0.69955,                0.72563,                0.76968,                0.60463,                0.81229,                0.88152,                 1.2458,             0.00058017,             0.00058017,             0.00058017
                     62,                0.70833,                0.73777,                 1.1092,                0.70431,                0.73009,                0.77732,                0.60939,                 0.8083,                0.84382,                 1.2333,             0.00056603,             0.00056603,             0.00056603
                     63,                 0.7038,                0.72264,                 1.1085,                0.71421,                0.72257,                0.77108,                0.60356,                0.80804,                0.84675,                 1.2456,             0.00055188,             0.00055188,             0.00055188
                     64,                0.68544,                0.70948,                 1.1001,                0.71741,                0.72068,                0.76943,                0.60334,                0.80661,                 0.8487,                 1.2394,             0.00053773,             0.00053773,             0.00053773
                     65,                0.69313,                0.71825,                 1.0964,                0.69159,                0.75031,                0.77355,                0.60821,                0.80317,                0.84178,                 1.2348,             0.00052359,             0.00052359,             0.00052359
                     66,                0.68607,                0.70246,                 1.0955,                0.72109,                0.72584,                0.78161,                0.61612,                0.80662,                0.83188,                 1.2296,             0.00050944,             0.00050944,             0.00050944
                     67,                0.68898,                0.69971,                 1.0954,                0.70815,                0.74045,                0.78034,                0.61376,                0.80706,                0.83717,                 1.2369,             0.00049529,             0.00049529,             0.00049529
                     68,                 0.6807,                0.69029,                 1.0917,                0.71836,                0.73053,                 0.7794,                0.61216,                0.80578,                0.83249,                 1.2344,             0.00048114,             0.00048114,             0.00048114
                     69,                0.67938,                0.67926,                 1.0918,                0.75074,                 0.7027,                0.78214,                0.61575,                0.80094,                0.83015,                 1.2307,               0.000467,               0.000467,               0.000467
                     70,                0.67298,                0.67478,                 1.0777,                0.71277,                 0.7312,                0.77164,                0.60953,                0.80143,                 0.8465,                 1.2313,             0.00045285,             0.00045285,             0.00045285
                     71,                0.67509,                0.68636,                 1.0946,                 0.7213,                0.72144,                0.77715,                0.61142,                0.80262,                0.84569,                 1.2412,              0.0004387,              0.0004387,              0.0004387
                     72,                 0.6571,                0.66389,                 1.0753,                0.71797,                0.71705,                0.77379,                0.61121,                0.80687,                0.85046,                 1.2372,             0.00042456,             0.00042456,             0.00042456
                     73,                0.65791,                0.64958,                 1.0742,                0.72404,                0.70768,                 0.7682,                0.60694,                0.79638,                 0.8612,                  1.234,             0.00041041,             0.00041041,             0.00041041
                     74,                0.65446,                0.63719,                 1.0708,                0.71025,                0.72772,                0.76791,                0.60719,                0.80343,                0.86575,                  1.238,             0.00039626,             0.00039626,             0.00039626
                     75,                0.64652,                0.62824,                 1.0661,                0.69959,                0.75003,                0.77602,                0.61491,                0.79947,                0.84723,                 1.2334,             0.00038211,             0.00038211,             0.00038211
                     76,                0.64577,                0.63223,                 1.0692,                0.69308,                0.74799,                 0.7734,                0.61272,                0.79769,                0.85294,                 1.2354,             0.00036797,             0.00036797,             0.00036797
                     77,                 0.6496,                0.61006,                 1.0622,                0.71181,                0.73365,                0.76771,                0.60838,                0.80047,                0.86172,                 1.2328,             0.00035382,             0.00035382,             0.00035382
                     78,                0.63914,                0.61122,                 1.0611,                0.73109,                0.71189,                  0.763,                0.60425,                0.80408,                0.88156,                 1.2424,             0.00033967,             0.00033967,             0.00033967
                     79,                0.63343,                0.60035,                 1.0561,                0.73726,                0.71254,                0.77589,                0.61444,                0.80185,                0.85006,                 1.2355,             0.00032553,             0.00032553,             0.00032553
                     80,                0.63036,                0.59545,                 1.0517,                 0.7287,                 0.7027,                0.76917,                0.60913,                0.79734,                0.85542,                  1.241,             0.00031138,             0.00031138,             0.00031138
                     81,                0.62617,                 0.5917,                 1.0543,                0.71021,                0.74128,                0.77487,                0.61328,                0.79884,                0.85907,                 1.2415,             0.00029723,             0.00029723,             0.00029723
                     82,                 0.6145,                0.57741,                 1.0436,                0.72616,                0.71993,                0.77599,                0.61391,                0.79992,                0.85122,                 1.2486,             0.00028308,             0.00028308,             0.00028308
                     83,                0.61893,                0.57545,                 1.0505,                 0.7169,                0.73608,                 0.7734,                 0.6144,                0.79764,                0.86095,                 1.2445,             0.00026894,             0.00026894,             0.00026894
                     84,                0.61847,                0.56877,                 1.0506,                0.72722,                  0.719,                0.77065,                0.61035,                0.79448,                0.87831,                 1.2447,             0.00025479,             0.00025479,             0.00025479
                     85,                0.61319,                0.56259,                  1.041,                0.72859,                0.71472,                0.76995,                  0.609,                0.79692,                0.87178,                 1.2397,             0.00024064,             0.00024064,             0.00024064
                     86,                0.60708,                0.56094,                 1.0369,                0.69988,                0.74828,                 0.7684,                0.60993,                0.79544,                0.85985,                 1.2381,              0.0002265,              0.0002265,              0.0002265
                     87,                0.59591,                0.54319,                 1.0285,                0.71349,                0.72435,                0.76567,                0.60879,                0.79681,                0.87858,                  1.242,             0.00021235,             0.00021235,             0.00021235
                     88,                0.59529,                0.53505,                 1.0291,                0.73349,                0.71317,                0.76444,                0.60732,                0.79942,                0.87339,                 1.2494,              0.0001982,              0.0001982,              0.0001982
                     89,                0.59605,                0.54207,                  1.031,                0.71691,                0.72923,                0.76525,                0.60681,                0.80245,                0.87422,                  1.247,             0.00018406,             0.00018406,             0.00018406
                     90,                0.58664,                0.52798,                 1.0223,                0.71179,                0.73528,                0.76479,                 0.6088,                 0.7998,                 0.8765,                 1.2465,             0.00016991,             0.00016991,             0.00016991
                     91,                0.53593,                0.41628,                0.99271,                0.68729,                0.74795,                0.75798,                0.60098,                0.80837,                0.88152,                 1.2609,             0.00015576,             0.00015576,             0.00015576
                     92,                0.52436,                0.40053,                0.98551,                0.70383,                0.73675,                0.76123,                0.60586,                0.80961,                0.88389,                 1.2614,             0.00014161,             0.00014161,             0.00014161
                     93,                  0.511,                0.38071,                 0.9688,                0.72099,                 0.7112,                0.75857,                0.60309,                0.80502,                0.90006,                 1.2567,             0.00012747,             0.00012747,             0.00012747
                     94,                0.50877,                0.37912,                0.97192,                0.72143,                0.71575,                0.76173,                0.60702,                0.80227,                 0.8962,                 1.2541,             0.00011332,             0.00011332,             0.00011332
                     95,                0.50623,                0.37552,                0.97012,                0.71099,                0.72299,                0.75698,                0.60311,                0.80306,                0.90705,                 1.2562,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.50603,                0.36757,                0.96859,                0.71826,                0.72176,                0.75599,                0.60124,                0.80298,                0.90521,                 1.2602,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.49532,                 0.3603,                0.96236,                0.69614,                0.73752,                0.75568,                0.60277,                0.80131,                0.90796,                 1.2576,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                 0.4975,                 0.3598,                0.96672,                0.72196,                0.71162,                0.75655,                0.60355,                0.80302,                0.91296,                 1.2629,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.49216,                0.35349,                0.95978,                0.71901,                0.71998,                  0.755,                0.60309,                0.80219,                0.91302,                 1.2594,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.48792,                0.34478,                 0.9611,                0.75288,                0.68754,                 0.7544,                0.60314,                0.79961,                0.91321,                 1.2573,             2.8437e-05,             2.8437e-05,             2.8437e-05
