                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.0776,                 1.3936,                 1.3702,                0.47115,                0.58957,                0.52868,                0.37176,                 1.0331,                 1.3803,                 1.3962,              0.0012875,              0.0012875,              0.0012875
                     12,                 1.0321,                 1.3543,                  1.334,                0.49979,                0.63111,                 0.5488,                0.39085,                0.98029,                 1.2063,                 1.3509,              0.0012734,              0.0012734,              0.0012734
                     13,                 1.0358,                 1.3343,                 1.3354,                0.55254,                0.63038,                0.58619,                 0.4184,                0.96429,                 1.1923,                 1.3322,              0.0012592,              0.0012592,              0.0012592
                     14,                  1.016,                 1.3117,                 1.3224,                0.55315,                0.64741,                0.59609,                0.42861,                0.95437,                 1.1674,                 1.3328,              0.0012451,              0.0012451,              0.0012451
                     15,                 1.0033,                 1.2719,                 1.3129,                0.54943,                0.67804,                0.62339,                0.45228,                0.91599,                 1.1503,                 1.3079,              0.0012309,              0.0012309,              0.0012309
                     16,                0.99122,                 1.2663,                 1.3086,                0.56913,                0.65013,                0.61687,                 0.4498,                 0.9227,                 1.1168,                 1.3106,              0.0012168,              0.0012168,              0.0012168
                     17,                0.96588,                   1.23,                 1.2848,                0.56789,                0.65963,                0.63235,                0.45752,                0.93955,                 1.1322,                 1.3281,              0.0012026,              0.0012026,              0.0012026
                     18,                0.95244,                 1.1876,                 1.2815,                 0.5737,                0.66883,                 0.6408,                0.47022,                0.92222,                 1.0948,                 1.3062,              0.0011885,              0.0011885,              0.0011885
                     19,                0.93591,                 1.1778,                 1.2645,                0.56342,                0.68781,                0.64771,                0.47682,                0.90636,                 1.1294,                 1.2938,              0.0011744,              0.0011744,              0.0011744
                     20,                0.92287,                 1.1556,                 1.2511,                 0.6048,                0.66467,                0.63329,                0.46366,                0.90063,                 1.0846,                 1.2931,              0.0011602,              0.0011602,              0.0011602
                     21,                 0.9257,                 1.1349,                 1.2488,                 0.6192,                0.64934,                0.66544,                0.48674,                0.90205,                 1.0275,                 1.2833,              0.0011461,              0.0011461,              0.0011461
                     22,                0.89636,                 1.1103,                 1.2324,                0.60927,                0.69093,                0.68374,                 0.5062,                0.90188,                 1.0372,                 1.2929,              0.0011319,              0.0011319,              0.0011319
                     23,                0.90206,                 1.0924,                 1.2343,                0.62708,                 0.6574,                0.68026,                 0.5066,                0.88492,                0.99896,                 1.2783,              0.0011178,              0.0011178,              0.0011178
                     24,                0.88827,                 1.0686,                  1.229,                 0.6291,                0.69319,                0.69483,                0.51675,                0.88324,                0.99028,                 1.2821,              0.0011036,              0.0011036,              0.0011036
                     25,                0.87067,                 1.0363,                 1.2157,                0.64928,                0.68904,                0.69847,                0.52252,                0.87003,                0.99271,                 1.2769,              0.0010895,              0.0010895,              0.0010895
                     26,                0.86323,                 1.0393,                 1.2152,                0.64529,                0.69033,                0.70389,                0.52927,                 0.8642,                0.99081,                 1.2626,              0.0010753,              0.0010753,              0.0010753
                     27,                0.86495,                 1.0255,                 1.2067,                0.65783,                0.67098,                0.69975,                0.53015,                0.85825,                0.97565,                 1.2543,              0.0010612,              0.0010612,              0.0010612
                     28,                0.85276,                  1.018,                 1.2001,                0.65856,                0.69313,                0.70454,                0.52504,                0.86818,                0.96095,                 1.2703,               0.001047,               0.001047,               0.001047
                     29,                0.84439,                0.99557,                 1.1955,                0.66564,                0.71175,                0.71774,                 0.5421,                0.85133,                0.94563,                 1.2556,              0.0010329,              0.0010329,              0.0010329
                     30,                0.83363,                0.97523,                 1.1876,                 0.6621,                0.70689,                0.71954,                0.54211,                0.85942,                0.93864,                 1.2679,              0.0010187,              0.0010187,              0.0010187
                     31,                0.82213,                0.96032,                 1.1744,                0.64592,                 0.7146,                 0.7172,                0.54193,                0.85124,                0.96353,                 1.2509,              0.0010046,              0.0010046,              0.0010046
                     32,                0.82324,                0.95444,                 1.1818,                0.67539,                0.70033,                0.72857,                0.55199,                0.84103,                 0.9155,                  1.253,             0.00099044,             0.00099044,             0.00099044
                     33,                0.80605,                0.92438,                 1.1631,                0.66516,                 0.6872,                0.72832,                0.55291,                0.83154,                 0.9213,                 1.2361,             0.00097629,             0.00097629,             0.00097629
                     34,                0.81042,                0.92483,                 1.1637,                0.69371,                0.70375,                0.74193,                0.56635,                0.84052,                0.90409,                 1.2414,             0.00096215,             0.00096215,             0.00096215
                     35,                 0.7937,                0.89426,                 1.1532,                0.69703,                0.70803,                0.74315,                0.56344,                0.84774,                 0.9124,                 1.2529,               0.000948,               0.000948,               0.000948
                     36,                0.78482,                0.87612,                 1.1544,                0.67608,                0.71734,                0.73748,                0.55856,                0.84717,                0.89553,                 1.2459,             0.00093385,             0.00093385,             0.00093385
                     37,                0.77717,                0.87455,                 1.1419,                0.70326,                0.69557,                0.74989,                0.57585,                0.84029,                0.89032,                 1.2433,              0.0009197,              0.0009197,              0.0009197
                     38,                0.76675,                0.86585,                 1.1411,                0.69738,                0.72104,                0.75147,                0.56973,                0.83463,                0.86872,                 1.2466,             0.00090556,             0.00090556,             0.00090556
                     39,                0.77164,                0.85996,                 1.1426,                0.65924,                0.74005,                0.74757,                0.57437,                0.82526,                0.90398,                 1.2406,             0.00089141,             0.00089141,             0.00089141
                     40,                0.75947,                0.84353,                 1.1363,                0.70142,                0.69274,                 0.7456,                0.57054,                0.83102,                0.89396,                 1.2448,             0.00087726,             0.00087726,             0.00087726
                     41,                0.75798,                0.82382,                 1.1335,                0.68656,                0.74054,                0.75675,                0.57661,                0.84186,                0.87478,                  1.253,             0.00086312,             0.00086312,             0.00086312
                     42,                0.75686,                 0.8135,                 1.1304,                0.70161,                0.71472,                0.75987,                0.58606,                0.81293,                0.85653,                  1.219,             0.00084897,             0.00084897,             0.00084897
                     43,                0.74382,                0.80642,                 1.1238,                  0.708,                0.72767,                0.76128,                0.58706,                0.82066,                0.86646,                 1.2353,             0.00083482,             0.00083482,             0.00083482
                     44,                 0.7361,                0.78506,                 1.1117,                0.70696,                0.72198,                0.76168,                0.58592,                0.81683,                0.85129,                 1.2322,             0.00082067,             0.00082067,             0.00082067
                     45,                0.73423,                0.78627,                  1.116,                0.71614,                 0.7156,                0.76776,                0.59257,                0.81564,                0.86339,                 1.2273,             0.00080653,             0.00080653,             0.00080653
                     46,                 0.7205,                0.76742,                 1.1029,                0.68728,                0.74551,                0.76431,                0.59166,                0.81591,                0.85558,                  1.228,             0.00079238,             0.00079238,             0.00079238
                     47,                0.72195,                0.77166,                 1.1042,                0.71499,                0.71518,                0.76255,                0.59042,                0.82032,                0.86508,                 1.2403,             0.00077823,             0.00077823,             0.00077823
                     48,                0.71418,                0.75585,                 1.0965,                0.72128,                0.70935,                0.74916,                0.57968,                0.81226,                0.86247,                 1.2367,             0.00076409,             0.00076409,             0.00076409
                     49,                0.71051,                0.74392,                  1.098,                0.69679,                 0.7389,                 0.7555,                0.58252,                0.81415,                0.87531,                 1.2302,             0.00074994,             0.00074994,             0.00074994
                     50,                0.70729,                0.74463,                 1.0967,                0.70266,                0.72444,                0.75017,                0.58002,                0.80485,                0.87681,                 1.2246,             0.00073579,             0.00073579,             0.00073579
                     51,                0.69664,                0.72216,                 1.0891,                0.73487,                0.71009,                0.76898,                0.59844,                0.81765,                0.84344,                 1.2424,             0.00072164,             0.00072164,             0.00072164
                     52,                0.69156,                0.71044,                 1.0817,                0.69461,                0.72736,                0.75601,                0.58443,                0.80723,                0.86053,                 1.2296,              0.0007075,              0.0007075,              0.0007075
                     53,                0.69215,                0.70326,                 1.0861,                0.72959,                0.69782,                0.76298,                0.59319,                0.81959,                0.86266,                  1.236,             0.00069335,             0.00069335,             0.00069335
                     54,                0.68382,                0.69338,                 1.0766,                0.70605,                0.73028,                0.76156,                0.59359,                0.80736,                0.85622,                 1.2332,              0.0006792,              0.0006792,              0.0006792
                     55,                0.67964,                0.68696,                 1.0708,                0.71033,                0.74137,                0.76869,                0.59899,                0.80805,                0.85803,                 1.2257,             0.00066506,             0.00066506,             0.00066506
                     56,                0.67158,                0.67733,                  1.069,                0.70775,                 0.7395,                0.76931,                0.59692,                 0.8172,                0.84632,                 1.2354,             0.00065091,             0.00065091,             0.00065091
                     57,                0.66711,                0.66338,                 1.0659,                0.72011,                0.72849,                0.76803,                0.59896,                0.80559,                0.85478,                 1.2244,             0.00063676,             0.00063676,             0.00063676
                     58,                0.65984,                0.66369,                 1.0678,                0.73128,                0.70389,                0.76735,                0.59935,                0.80835,                0.85672,                 1.2398,             0.00062262,             0.00062262,             0.00062262
                     59,                  0.668,                0.65091,                 1.0642,                0.73129,                 0.7259,                0.77192,                0.60221,                0.80968,                0.82705,                 1.2319,             0.00060847,             0.00060847,             0.00060847
                     60,                0.66004,                0.64604,                 1.0575,                0.70332,                0.74935,                0.76952,                0.59905,                0.80423,                0.83879,                 1.2216,             0.00059432,             0.00059432,             0.00059432
                     61,                0.64377,                0.62378,                 1.0429,                 0.7305,                0.72295,                0.76976,                0.60006,                0.80708,                0.84391,                 1.2285,             0.00058017,             0.00058017,             0.00058017
                     62,                0.64855,                0.62481,                 1.0545,                0.72328,                0.71211,                 0.7684,                0.59941,                0.80821,                0.84546,                 1.2374,             0.00056603,             0.00056603,             0.00056603
                     63,                0.64125,                0.60363,                 1.0458,                0.71273,                0.73403,                0.76731,                0.60241,                0.79952,                0.84693,                 1.2321,             0.00055188,             0.00055188,             0.00055188
                     64,                0.64017,                0.60969,                 1.0463,                0.72409,                0.70405,                0.76138,                0.59227,                0.80326,                0.87462,                 1.2332,             0.00053773,             0.00053773,             0.00053773
                     65,                0.63411,                0.59848,                 1.0395,                0.71319,                0.72713,                0.76433,                0.59788,                0.81431,                0.85684,                 1.2357,             0.00052359,             0.00052359,             0.00052359
                     66,                0.63205,                 0.5924,                 1.0409,                0.72905,                0.70675,                0.76059,                0.59522,                0.80015,                0.86079,                 1.2244,             0.00050944,             0.00050944,             0.00050944
                     67,                 0.6249,                0.58211,                 1.0411,                0.70447,                0.74918,                0.77029,                0.60315,                0.79712,                0.85352,                 1.2334,             0.00049529,             0.00049529,             0.00049529
                     68,                0.61545,                0.57087,                 1.0254,                0.73141,                0.73248,                0.76847,                0.60141,                0.80371,                0.85379,                 1.2396,             0.00048114,             0.00048114,             0.00048114
                     69,                 0.6126,                 0.5635,                 1.0289,                0.71156,                0.74691,                0.75849,                0.59312,                0.80983,                 0.8607,                 1.2407,               0.000467,               0.000467,               0.000467
                     70,                0.61044,                0.55972,                 1.0266,                0.73195,                0.71786,                 0.7579,                0.59538,                0.80378,                0.86133,                 1.2415,             0.00045285,             0.00045285,             0.00045285
                     71,                0.60518,                0.56007,                 1.0265,                0.73782,                 0.7285,                  0.763,                0.59848,                0.79969,                0.85929,                 1.2303,              0.0004387,              0.0004387,              0.0004387
                     72,                0.60758,                0.55137,                 1.0259,                  0.732,                0.72608,                0.76126,                0.60104,                0.79915,                0.87547,                 1.2281,             0.00042456,             0.00042456,             0.00042456
                     73,                0.59943,                0.53939,                 1.0191,                0.71389,                0.73096,                0.76053,                0.59608,                0.80739,                0.87752,                 1.2403,             0.00041041,             0.00041041,             0.00041041
                     74,                0.59474,                0.53751,                 1.0167,                0.72855,                0.72853,                0.76403,                0.60093,                0.80397,                0.87081,                 1.2331,             0.00039626,             0.00039626,             0.00039626
                     75,                0.58704,                0.51908,                 1.0086,                0.74925,                0.71012,                0.76241,                0.59914,                0.80489,                0.87014,                 1.2366,             0.00038211,             0.00038211,             0.00038211
                     76,                0.58031,                0.52279,                  1.007,                0.74203,                0.71898,                0.76628,                0.60658,                0.80117,                0.87517,                 1.2376,             0.00036797,             0.00036797,             0.00036797
                     77,                0.58099,                0.51327,                 1.0034,                0.71951,                0.73696,                0.76068,                0.60075,                0.80343,                0.87531,                 1.2355,             0.00035382,             0.00035382,             0.00035382
                     78,                0.57789,                0.50687,                 1.0044,                0.72953,                0.72519,                0.76325,                0.60449,                0.79654,                0.88105,                 1.2315,             0.00033967,             0.00033967,             0.00033967
                     79,                0.57239,                0.49778,                 1.0037,                 0.7241,                0.74411,                0.76531,                0.60499,                0.80389,                0.89359,                 1.2406,             0.00032553,             0.00032553,             0.00032553
                     80,                 0.5704,                0.49537,                0.99835,                0.74052,                0.72415,                0.76358,                0.60219,                0.81013,                0.88135,                 1.2485,             0.00031138,             0.00031138,             0.00031138
                     81,                0.56752,                0.49722,                 1.0031,                 0.7319,                0.72321,                0.76104,                0.60069,                0.80568,                0.88702,                 1.2436,             0.00029723,             0.00029723,             0.00029723
                     82,                0.55916,                0.48594,                0.99305,                0.72115,                0.74867,                0.76762,                0.60762,                0.80079,                0.87353,                 1.2423,             0.00028308,             0.00028308,             0.00028308
                     83,                0.56092,                0.47852,                0.99721,                0.73706,                0.72557,                0.76118,                0.60061,                0.80634,                0.89935,                 1.2451,             0.00026894,             0.00026894,             0.00026894
                     84,                0.55815,                0.46903,                0.98976,                0.75474,                 0.7104,                0.75978,                0.60269,                0.80062,                0.89406,                  1.243,             0.00025479,             0.00025479,             0.00025479
                     85,                0.55083,                 0.4701,                0.98808,                0.73999,                0.71402,                 0.7527,                0.59475,                0.80422,                0.90579,                 1.2493,             0.00024064,             0.00024064,             0.00024064
                     86,                0.54686,                 0.4655,                0.98437,                0.70151,                0.74648,                0.75522,                0.59793,                0.80435,                0.90653,                 1.2476,              0.0002265,              0.0002265,              0.0002265
                     87,                0.53841,                  0.454,                0.98039,                0.73862,                 0.7166,                0.75525,                0.60166,                0.79374,                0.90847,                 1.2393,             0.00021235,             0.00021235,             0.00021235
                     88,                0.54005,                0.45632,                0.98353,                0.71098,                0.75144,                0.75984,                0.60576,                0.78875,                0.89274,                 1.2311,              0.0001982,              0.0001982,              0.0001982
                     89,                0.53571,                0.45104,                0.98123,                0.71838,                0.74372,                 0.7582,                0.60414,                0.79159,                 0.8958,                 1.2309,             0.00018406,             0.00018406,             0.00018406
                     90,                0.53164,                0.44217,                0.97536,                0.74961,                0.71724,                0.75504,                0.60206,                0.79317,                0.91153,                 1.2346,             0.00016991,             0.00016991,             0.00016991
                     91,                0.47871,                0.32454,                0.93899,                0.74151,                 0.7106,                 0.7585,                0.60297,                0.79598,                0.91901,                 1.2395,             0.00015576,             0.00015576,             0.00015576
                     92,                0.46917,                0.31981,                0.93888,                0.71572,                0.73314,                0.75625,                0.60314,                0.79967,                0.90694,                 1.2447,             0.00014161,             0.00014161,             0.00014161
                     93,                0.45873,                0.31432,                0.92644,                0.73953,                0.72153,                0.75951,                0.60641,                0.79767,                 0.9108,                 1.2406,             0.00012747,             0.00012747,             0.00012747
                     94,                0.44943,                0.30397,                0.92174,                0.74957,                0.70617,                0.76015,                0.60627,                 0.8044,                0.91067,                 1.2555,             0.00011332,             0.00011332,             0.00011332
                     95,                0.44915,                0.29799,                0.92191,                0.74739,                0.70958,                0.76251,                0.60791,                 0.8021,                 0.9091,                 1.2519,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.44616,                0.29618,                0.92071,                0.76333,                0.69638,                0.75748,                0.60745,                 0.7986,                0.91825,                  1.249,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.44477,                0.29026,                0.91966,                0.74944,                0.70603,                0.75442,                0.60518,                0.79973,                0.92398,                 1.2533,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.43623,                0.28142,                0.91581,                0.75828,                0.69556,                0.75572,                 0.6062,                0.80379,                0.92825,                 1.2597,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.43425,                0.28352,                0.91399,                0.74664,                0.70553,                0.75293,                0.60531,                0.80125,                0.92749,                 1.2585,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.43164,                0.27821,                0.91404,                0.76427,                0.69037,                 0.7553,                0.60558,                0.80083,                0.93029,                 1.2582,             2.8437e-05,             2.8437e-05,             2.8437e-05
